Date,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Discount_Rate,Profit_Margin
2023-09-30,East,Electronics,Electronics_Item_5,89,704.26,60370.16,0.04,0.12
2023-09-30,East,Clothing,Clothing_Item_1,198,33.24,4928.17,0.25,0.13
2023-09-30,East,Food,Food_Item_15,112,53.6,4908.61,0.18,0.09
2023-09-30,East,Home,Home_Item_9,102,56.93,5798.55,0.0,0.32
2023-09-30,East,Sports,Sports_Item_2,84,65.74,3998.5,0.28,0.06
2023-09-30,West,Electronics,Electronics_Item_11,184,408.17,64914.67,0.14,0.03
2023-09-30,West,Clothing,Clothing_Item_6,157,93.02,12073.39,0.17,0.2
2023-09-30,West,Food,Food_Item_18,137,53.61,6732.47,0.08,0.25
2023-09-30,West,Home,Home_Item_8,98,34.93,3270.01,0.04,0.31
2023-09-30,West,Sports,Sports_Item_19,98,51.94,4483.7,0.12,0.15
2023-10-31,North,Electronics,Electronics_Item_17,348,679.87,203360.17,0.14,0.01
2023-10-31,North,Clothing,Clothing_Item_19,159,86.93,12601.9,0.09,0.32
2023-10-31,North,Food,Food_Item_1,327,66.11,20610.19,0.05,0.25
2023-10-31,North,Home,Home_Item_10,114,130.65,13226.07,0.11,0.25
2023-10-31,North,Sports,Sports_Item_18,321,83.72,18981.97,0.29,0.09
2023-10-31,South,Electronics,Electronics_Item_8,276,595.35,153375.61,0.07,0.05
2023-10-31,South,Clothing,Clothing_Item_15,154,47.14,5326.98,0.27,0.17
2023-10-31,South,Food,Food_Item_14,85,23.92,1592.77,0.22,0.06
2023-10-31,South,Home,Home_Item_16,289,65.61,17794.09,0.06,0.25
2023-10-31,South,Sports,Sports_Item_16,84,98.65,6178.4,0.25,0.11
2023-10-31,East,Electronics,Electronics_Item_1,261,725.87,149442.12,0.21,0.01
2023-10-31,East,Clothing,Clothing_Item_3,144,69.98,7582.81,0.25,0.15
2023-10-31,East,Food,Food_Item_9,252,47.53,10506.19,0.12,0.2
2023-10-31,East,Home,Home_Item_17,153,51.23,6042.04,0.23,0.16
2023-10-31,East,Sports,Sports_Item_18,253,147.95,35386.74,0.05,0.23
2023-10-31,West,Electronics,Electronics_Item_7,246,507.47,98665.84,0.21,0.01
2023-10-31,West,Clothing,Clothing_Item_13,106,86.79,7749.27,0.16,0.32
2023-10-31,West,Food,Food_Item_10,220,48.12,7683.14,0.27,0.01
2023-10-31,West,Home,Home_Item_6,223,79.73,15618.75,0.12,0.11
2023-10-31,West,Sports,Sports_Item_6,256,110.83,27180.28,0.04,0.18
2023-11-30,North,Electronics,Electronics_Item_13,297,560.31,157656.93,0.05,0.09
2023-11-30,North,Clothing,Clothing_Item_2,391,53.5,17662.55,0.16,0.23
2023-11-30,North,Food,Food_Item_11,208,113.32,19306.37,0.18,0.07
2023-11-30,North,Home,Home_Item_8,180,71.21,10042.85,0.22,0.16
2023-11-30,North,Sports,Sports_Item_5,208,76.65,11461.94,0.28,0.07
2023-11-30,South,Electronics,Electronics_Item_3,157,328.96,47583.81,0.08,0.04
2023-11-30,South,Clothing,Clothing_Item_2,195,59.71,10475.8,0.1,0.31
2023-11-30,South,Food,Food_Item_11,183,20.52,3196.85,0.15,0.19
2023-11-30,South,Home,Home_Item_5,229,70.88,12242.22,0.25,0.04
2023-11-30,South,Sports,Sports_Item_19,235,107.26,20742.39,0.18,0.1
2023-11-30,East,Electronics,Electronics_Item_10,225,254.95,55009.06,0.04,0.11
2023-11-30,East,Clothing,Clothing_Item_19,159,55.68,7413.93,0.16,0.2
2023-11-30,East,Food,Food_Item_16,85,99.45,6617.14,0.22,0.14
2023-11-30,East,Home,Home_Item_9,111,136.47,11998.15,0.21,0.13
2023-11-30,East,Sports,Sports_Item_17,237,103.79,20256.85,0.18,0.07
2023-11-30,West,Electronics,Electronics_Item_7,112,540.77,59949.13,0.01,0.14
2023-11-30,West,Clothing,Clothing_Item_18,279,35.41,8628.86,0.13,0.22
2023-11-30,West,Food,Food_Item_17,247,128.24,23797.87,0.25,0.05
2023-11-30,West,Home,Home_Item_2,94,93.48,8469.09,0.04,0.21
2023-11-30,West,Sports,Sports_Item_12,270,107.48,22709.96,0.22,0.08
2023-12-31,North,Electronics,Electronics_Item_13,177,389.17,52543.42,0.24,0.01
2023-12-31,North,Clothing,Clothing_Item_3,130,54.15,6157.26,0.13,0.33
2023-12-31,North,Food,Food_Item_3,168,12.98,1834.29,0.16,0.2
2023-12-31,North,Home,Home_Item_12,348,149.71,40108.35,0.23,0.07
2023-12-31,North,Sports,Sports_Item_7,130,132.31,13236.42,0.23,0.16
2023-12-31,South,Electronics,Electronics_Item_14,199,642.55,123629.52,0.03,0.09
2023-12-31,South,Clothing,Clothing_Item_16,253,42.98,10111.66,0.07,0.29
2023-12-31,South,Food,Food_Item_5,183,25.33,4461.55,0.04,0.23
2023-12-31,South,Home,Home_Item_14,165,46.26,5383.21,0.29,0.05
2023-12-31,South,Sports,Sports_Item_4,205,75.44,14689.5,0.05,0.25
2023-12-31,East,Electronics,Electronics_Item_19,162,440.95,66492.48,0.07,0.09
2023-12-31,East,Clothing,Clothing_Item_17,238,38.45,8546.59,0.07,0.27
2023-12-31,East,Food,Food_Item_17,78,125.67,7950.21,0.19,0.17
2023-12-31,East,Home,Home_Item_10,87,139.89,11535.13,0.05,0.31
2023-12-31,East,Sports,Sports_Item_6,196,107.44,15904.66,0.24,0.03
2023-12-31,West,Electronics,Electronics_Item_14,93,334.29,25558.85,0.18,0.01
2023-12-31,West,Clothing,Clothing_Item_9,225,27.32,5656.99,0.08,0.37
2023-12-31,West,Food,Food_Item_11,187,14.96,2015.56,0.28,0.03
2023-12-31,West,Home,Home_Item_18,259,62.18,12608.77,0.22,0.07
2023-12-31,West,Sports,Sports_Item_17,129,40.83,5146.23,0.02,0.28
2024-01-31,North,Electronics,Electronics_Item_3,259,497.09,105864.77,0.18,0.01
2024-01-31,North,Clothing,Clothing_Item_1,166,72.97,8971.41,0.26,0.17
2024-01-31,North,Food,Food_Item_16,87,82.98,6687.74,0.07,0.27
2024-01-31,North,Home,Home_Item_6,97,127.18,9819.45,0.2,0.14
2024-01-31,North,Sports,Sports_Item_10,88,133.43,10102.14,0.14,0.23
2024-01-31,South,Electronics,Electronics_Item_18,220,691.97,110732.7,0.27,0.01
2024-01-31,South,Clothing,Clothing_Item_2,175,64.49,10410.64,0.08,0.35
2024-01-31,South,Food,Food_Item_2,73,96.37,5701.55,0.19,0.2
2024-01-31,South,Home,Home_Item_7,161,124.62,18357.62,0.09,0.15
2024-01-31,South,Sports,Sports_Item_15,145,70.51,9021.62,0.12,0.23
2024-01-31,East,Electronics,Electronics_Item_18,101,261.51,20961.54,0.21,0.01
2024-01-31,East,Clothing,Clothing_Item_10,138,44.08,5959.74,0.02,0.39
2024-01-31,East,Food,Food_Item_18,197,58.42,11351.51,0.01,0.28
2024-01-31,East,Home,Home_Item_3,74,146.29,8390.77,0.22,0.17
2024-01-31,East,Sports,Sports_Item_15,205,63.71,9841.07,0.25,0.01
2024-01-31,West,Electronics,Electronics_Item_2,151,691.27,104349.74,0.0,0.11
2024-01-31,West,Clothing,Clothing_Item_15,92,95.54,6537.5,0.26,0.11
2024-01-31,West,Food,Food_Item_15,198,125.63,18606.54,0.25,0.04
2024-01-31,West,Home,Home_Item_12,156,101.63,11331.88,0.29,0.01
2024-01-31,West,Sports,Sports_Item_6,166,112.38,13856.57,0.26,0.13
2024-02-29,North,Electronics,Electronics_Item_6,311,364.53,99446.88,0.12,0.05
2024-02-29,North,Clothing,Clothing_Item_12,101,79.67,5950.79,0.26,0.12
2024-02-29,North,Food,Food_Item_14,106,131.01,9853.46,0.29,0.04
2024-02-29,North,Home,Home_Item_18,307,22.76,6037.09,0.14,0.11
2024-02-29,North,Sports,Sports_Item_3,286,121.55,25254.12,0.27,0.03
2024-02-29,South,Electronics,Electronics_Item_17,232,677.92,151742.99,0.04,0.1
2024-02-29,South,Clothing,Clothing_Item_2,206,74.85,14490.6,0.06,0.32
2024-02-29,South,Food,Food_Item_18,161,70.65,10864.92,0.04,0.31
2024-02-29,South,Home,Home_Item_11,133,65.38,6811.99,0.22,0.17
2024-02-29,South,Sports,Sports_Item_11,110,115.99,9283.93,0.27,0.13
2024-02-29,East,Electronics,Electronics_Item_15,161,287.55,38366.88,0.17,0.01
2024-02-29,East,Clothing,Clothing_Item_8,152,58.59,7981.02,0.1,0.25
2024-02-29,East,Food,Food_Item_1,172,82.48,12694.25,0.11,0.13
2024-02-29,East,Home,Home_Item_7,148,21.0,2984.4,0.04,0.23
2024-02-29,East,Sports,Sports_Item_12,164,106.53,16421.12,0.06,0.27
2024-02-29,West,Electronics,Electronics_Item_9,115,770.93,64820.07,0.27,0.01
2024-02-29,West,Clothing,Clothing_Item_12,64,69.33,4039.23,0.09,0.32
2024-02-29,West,Food,Food_Item_15,67,142.63,7310.2,0.24,0.11
2024-02-29,West,Home,Home_Item_3,207,21.22,3670.27,0.16,0.2
2024-02-29,West,Sports,Sports_Item_12,207,83.7,16900.87,0.02,0.29
2024-03-31,North,Electronics,Electronics_Item_19,215,590.18,103448.88,0.18,0.01
2024-03-31,North,Clothing,Clothing_Item_19,165,57.61,7020.01,0.26,0.2
2024-03-31,North,Food,Food_Item_9,147,87.75,12015.3,0.07,0.25
2024-03-31,North,Home,Home_Item_15,171,101.05,13752.74,0.2,0.07
2024-03-31,North,Sports,Sports_Item_5,232,127.66,21081.01,0.29,0.01
2024-03-31,South,Electronics,Electronics_Item_18,62,641.21,33733.99,0.15,0.02
2024-03-31,South,Clothing,Clothing_Item_4,171,67.04,10104.31,0.12,0.21
2024-03-31,South,Food,Food_Item_19,135,93.68,10161.81,0.2,0.16
2024-03-31,South,Home,Home_Item_18,193,49.74,8494.3,0.12,0.16
2024-03-31,South,Sports,Sports_Item_4,105,127.04,10233.81,0.23,0.05
2024-03-31,East,Electronics,Electronics_Item_5,160,579.52,78464.39,0.15,0.01
2024-03-31,East,Clothing,Clothing_Item_15,139,25.53,3445.07,0.03,0.34
2024-03-31,East,Food,Food_Item_6,74,82.07,4993.12,0.18,0.11
2024-03-31,East,Home,Home_Item_5,228,64.75,13620.05,0.08,0.28
2024-03-31,East,Sports,Sports_Item_13,63,55.53,3360.83,0.04,0.28
2024-03-31,West,Electronics,Electronics_Item_16,113,340.8,33404.07,0.13,0.04
2024-03-31,West,Clothing,Clothing_Item_8,167,46.96,6828.61,0.13,0.32
2024-03-31,West,Food,Food_Item_11,59,45.35,2371.34,0.11,0.16
2024-03-31,West,Home,Home_Item_15,115,128.18,12152.51,0.18,0.18
2024-03-31,West,Sports,Sports_Item_2,215,38.82,7670.44,0.08,0.15
2024-04-30,North,Electronics,Electronics_Item_6,136,761.96,99830.86,0.04,0.07
2024-04-30,North,Clothing,Clothing_Item_10,171,45.29,7648.42,0.01,0.37
2024-04-30,North,Food,Food_Item_2,109,148.13,16122.05,0.0,0.34
2024-04-30,North,Home,Home_Item_11,156,146.23,21072.61,0.08,0.23
2024-04-30,North,Sports,Sports_Item_16,138,29.55,3701.34,0.09,0.13
2024-04-30,South,Electronics,Electronics_Item_8,204,604.06,119756.77,0.03,0.13
2024-04-30,South,Clothing,Clothing_Item_1,171,38.76,6121.09,0.08,0.38
2024-04-30,South,Food,Food_Item_18,122,147.01,17840.78,0.01,0.25
2024-04-30,South,Home,Home_Item_8,228,126.32,22161.22,0.23,0.15
2024-04-30,South,Sports,Sports_Item_16,162,106.53,16141.8,0.06,0.25
2024-04-30,East,Electronics,Electronics_Item_2,225,436.32,95032.37,0.03,0.11
2024-04-30,East,Clothing,Clothing_Item_9,132,98.17,9573.74,0.26,0.15
2024-04-30,East,Food,Food_Item_6,148,50.42,6005.41,0.2,0.06
2024-04-30,East,Home,Home_Item_9,213,103.46,16997.95,0.23,0.14
2024-04-30,East,Sports,Sports_Item_7,84,70.98,5747.44,0.04,0.29
2024-04-30,West,Electronics,Electronics_Item_15,162,397.03,52551.59,0.18,0.01
2024-04-30,West,Clothing,Clothing_Item_17,233,50.43,9648.23,0.18,0.24
2024-04-30,West,Food,Food_Item_14,99,41.82,3390.48,0.18,0.07
2024-04-30,West,Home,Home_Item_8,145,116.31,14120.65,0.16,0.14
2024-04-30,West,Sports,Sports_Item_12,114,128.6,11081.65,0.24,0.14
2024-05-31,North,Electronics,Electronics_Item_15,289,439.29,106632.68,0.16,0.01
2024-05-31,North,Clothing,Clothing_Item_11,146,81.19,9300.08,0.22,0.25
2024-05-31,North,Food,Food_Item_15,110,37.41,3315.68,0.19,0.05
2024-05-31,North,Home,Home_Item_13,116,101.66,11094.75,0.06,0.21
2024-05-31,North,Sports,Sports_Item_14,107,24.2,2389.82,0.08,0.21
2024-05-31,South,Electronics,Electronics_Item_10,89,757.76,55687.37,0.17,0.01
2024-05-31,South,Clothing,Clothing_Item_11,230,51.99,9005.14,0.25,0.25
2024-05-31,South,Food,Food_Item_7,66,105.36,5858.01,0.16,0.1
2024-05-31,South,Home,Home_Item_4,123,121.08,10792.19,0.28,0.01
2024-05-31,South,Sports,Sports_Item_10,197,122.84,23884.11,0.01,0.27
2024-05-31,East,Electronics,Electronics_Item_9,113,770.84,65698.48,0.25,0.01
2024-05-31,East,Clothing,Clothing_Item_10,88,36.96,2851.7,0.12,0.29
2024-05-31,East,Food,Food_Item_4,142,117.79,15443.69,0.08,0.22
2024-05-31,East,Home,Home_Item_18,116,112.47,10418.98,0.2,0.17
2024-05-31,East,Sports,Sports_Item_15,231,97.34,18528.54,0.18,0.13
2024-05-31,West,Electronics,Electronics_Item_17,115,642.12,69042.79,0.07,0.09
2024-05-31,West,Clothing,Clothing_Item_11,234,21.89,4189.56,0.18,0.25
2024-05-31,West,Food,Food_Item_2,220,45.96,9934.69,0.02,0.28
2024-05-31,West,Home,Home_Item_7,133,29.1,3401.03,0.12,0.21
