Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Support_Tickets_Last_Year,Churned,Payment_Method,Age_Group
CUST0134,38,101.38,3852.37,Month-to-Month,Fiber_Optic,0,No,Credit_Card,18-25
CUST0135,34,38.92,1323.36,Month-to-Month,None,2,Yes,Bank_Transfer,36-50
CUST0136,65,114.68,7454.18,Month-to-Month,Fiber_Optic,7,Yes,Bank_Transfer,51+
CUST0137,67,20.39,1366.41,Month-to-Month,None,5,No,Credit_Card,36-50
CUST0138,46,24.86,1143.72,One_Year,None,7,No,Credit_Card,51+
CUST0139,48,56.26,2700.27,One_Year,DSL,6,Yes,Mailed_Check,36-50
CUST0140,36,41.06,1478.21,One_Year,DSL,2,No,Mailed_Check,26-35
CUST0141,67,53.67,3596.07,Two_Year,DSL,1,No,Credit_Card,51+
CUST0142,53,110.95,5880.53,One_Year,Fiber_Optic,8,Yes,Credit_Card,26-35
CUST0143,59,74.74,4409.58,One_Year,DSL,7,No,Credit_Card,51+
CUST0144,40,30.25,1209.97,Month-to-Month,None,8,No,Electronic,36-50
CUST0145,26,113.4,2948.33,Month-to-Month,Fiber_Optic,3,Yes,Electronic,26-35
CUST0146,42,36.45,1530.97,Month-to-Month,None,4,Yes,Mailed_Check,26-35
CUST0147,27,59.9,1617.26,One_Year,DSL,6,No,Mailed_Check,36-50
CUST0148,10,66.6,666.01,One_Year,DSL,6,No,Mailed_Check,18-25
CUST0149,54,96.88,5231.6,Month-to-Month,Fiber_Optic,1,No,Bank_Transfer,18-25
CUST0150,11,82.73,910.03,One_Year,Fiber_Optic,7,Yes,Electronic,36-50
CUST0151,24,38.99,935.67,Month-to-Month,None,6,No,Electronic,51+
CUST0152,62,25.25,1565.21,Month-to-Month,None,2,No,Bank_Transfer,26-35
CUST0153,40,84.26,3370.56,One_Year,Fiber_Optic,8,No,Electronic,18-25
CUST0154,3,98.39,295.16,One_Year,Fiber_Optic,2,Yes,Credit_Card,51+
CUST0155,44,103.61,4558.81,Two_Year,Fiber_Optic,2,No,Electronic,18-25
CUST0156,8,57.84,462.72,One_Year,DSL,7,No,Electronic,36-50
CUST0157,12,119.22,1430.68,One_Year,Fiber_Optic,1,No,Mailed_Check,18-25
CUST0158,17,20.88,355.02,Two_Year,None,6,Yes,Electronic,26-35
CUST0159,9,84.82,763.39,Two_Year,Fiber_Optic,6,Yes,Credit_Card,26-35
CUST0160,39,58.97,2299.77,Month-to-Month,DSL,3,No,Bank_Transfer,26-35
CUST0161,60,103.85,6231.05,One_Year,Fiber_Optic,2,No,Bank_Transfer,18-25
CUST0162,15,108.99,1634.86,One_Year,Fiber_Optic,6,No,Credit_Card,18-25
CUST0163,55,65.04,3576.96,One_Year,DSL,1,No,Mailed_Check,26-35
CUST0164,39,61.16,2385.14,Month-to-Month,DSL,2,Yes,Electronic,26-35
CUST0165,16,99.2,1587.12,Month-to-Month,Fiber_Optic,8,No,Bank_Transfer,18-25
CUST0166,5,53.45,267.27,One_Year,DSL,3,No,Electronic,36-50
CUST0167,62,114.11,7075.0,Month-to-Month,Fiber_Optic,1,No,Credit_Card,18-25
CUST0168,68,28.56,1941.77,Two_Year,None,0,No,Mailed_Check,18-25
CUST0169,56,31.77,1779.18,One_Year,None,6,No,Credit_Card,36-50
CUST0170,4,86.68,346.73,Two_Year,Fiber_Optic,3,No,Credit_Card,18-25
CUST0171,57,73.23,4173.86,One_Year,DSL,1,No,Electronic,26-35
CUST0172,47,112.03,5265.45,One_Year,Fiber_Optic,5,Yes,Electronic,36-50
CUST0173,50,46.96,2347.79,One_Year,DSL,2,No,Electronic,51+
CUST0174,68,24.49,1665.24,Two_Year,None,7,Yes,Mailed_Check,36-50
CUST0175,67,25.46,1705.77,Two_Year,None,8,No,Credit_Card,26-35
CUST0176,38,62.03,2357.3,Two_Year,DSL,1,No,Electronic,51+
CUST0177,40,118.48,4739.4,Month-to-Month,Fiber_Optic,4,No,Mailed_Check,18-25
CUST0178,40,26.96,1078.25,Two_Year,None,1,No,Electronic,18-25
CUST0179,59,37.36,2204.43,Two_Year,None,0,No,Electronic,18-25
CUST0180,63,77.2,4863.83,Two_Year,DSL,3,No,Credit_Card,36-50
CUST0181,31,74.87,2321.09,Two_Year,DSL,2,No,Mailed_Check,51+
CUST0182,2,116.35,232.7,Month-to-Month,Fiber_Optic,1,Yes,Electronic,51+
CUST0183,17,64.68,1099.51,Month-to-Month,DSL,0,Yes,Mailed_Check,51+
CUST0184,30,71.19,2135.81,Month-to-Month,DSL,5,Yes,Electronic,51+
CUST0185,68,38.64,2627.56,Two_Year,None,5,Yes,Credit_Card,26-35
CUST0186,10,70.84,708.39,Two_Year,DSL,0,No,Mailed_Check,26-35
CUST0187,52,114.86,5972.8,Month-to-Month,Fiber_Optic,3,No,Bank_Transfer,18-25
CUST0188,58,94.87,5502.65,Month-to-Month,Fiber_Optic,2,Yes,Mailed_Check,26-35
CUST0189,39,44.09,1719.42,Month-to-Month,DSL,8,Yes,Electronic,18-25
CUST0190,22,110.91,2440.08,Month-to-Month,Fiber_Optic,3,Yes,Bank_Transfer,18-25
CUST0191,59,77.74,4586.93,Two_Year,DSL,4,No,Bank_Transfer,18-25
CUST0192,15,28.19,422.8,Month-to-Month,None,5,No,Bank_Transfer,51+
CUST0193,60,114.57,6874.46,Two_Year,Fiber_Optic,7,Yes,Electronic,18-25
CUST0194,71,29.07,2064.24,One_Year,None,1,No,Credit_Card,51+
CUST0195,71,104.67,7431.29,Month-to-Month,Fiber_Optic,8,Yes,Credit_Card,51+
CUST0196,2,89.02,178.04,Month-to-Month,Fiber_Optic,5,Yes,Bank_Transfer,51+
CUST0197,38,42.9,1630.12,Month-to-Month,DSL,1,Yes,Electronic,18-25
CUST0198,51,116.31,5931.95,Two_Year,Fiber_Optic,5,Yes,Electronic,51+
CUST0199,20,29.98,599.56,Two_Year,None,5,Yes,Credit_Card,51+
CUST0200,30,60.71,1821.25,Two_Year,DSL,0,Yes,Credit_Card,26-35
CUST0201,15,119.1,1786.48,Month-to-Month,Fiber_Optic,1,Yes,Bank_Transfer,51+
CUST0202,9,22.48,202.36,Month-to-Month,None,5,No,Bank_Transfer,36-50
CUST0203,50,117.41,5870.4,One_Year,Fiber_Optic,7,No,Credit_Card,26-35
CUST0204,4,21.6,86.41,One_Year,None,3,No,Mailed_Check,26-35
CUST0205,12,30.53,366.34,Month-to-Month,None,1,Yes,Electronic,18-25
CUST0206,45,93.16,4192.23,Two_Year,Fiber_Optic,3,No,Bank_Transfer,18-25
CUST0207,18,23.23,418.2,One_Year,None,5,No,Electronic,51+
CUST0208,35,33.01,1155.23,One_Year,None,2,No,Mailed_Check,36-50
CUST0209,31,29.25,906.83,Month-to-Month,None,4,Yes,Credit_Card,51+
CUST0210,50,119.51,5975.3,One_Year,Fiber_Optic,7,No,Credit_Card,18-25
CUST0211,66,55.82,3684.16,Month-to-Month,DSL,3,No,Credit_Card,26-35
CUST0212,12,31.85,382.16,One_Year,None,5,Yes,Mailed_Check,51+
CUST0213,42,45.26,1901.03,Two_Year,DSL,7,Yes,Mailed_Check,26-35
CUST0214,62,42.77,2651.45,Month-to-Month,DSL,8,Yes,Electronic,36-50
CUST0215,70,27.18,1902.93,One_Year,None,1,No,Electronic,18-25
CUST0216,40,33.13,1325.39,Month-to-Month,None,0,No,Credit_Card,18-25
CUST0217,14,24.72,346.09,Month-to-Month,None,2,Yes,Electronic,26-35
CUST0218,8,57.24,457.88,One_Year,DSL,3,No,Electronic,18-25
CUST0219,37,64.22,2376.2,Month-to-Month,DSL,4,No,Credit_Card,51+
CUST0220,2,37.37,74.73,Month-to-Month,None,3,Yes,Electronic,51+
CUST0221,59,44.88,2648.18,Month-to-Month,DSL,5,Yes,Electronic,36-50
CUST0222,43,95.9,4123.49,Month-to-Month,Fiber_Optic,1,Yes,Electronic,26-35
CUST0223,23,29.09,669.18,Two_Year,None,1,No,Credit_Card,36-50
CUST0224,8,45.74,365.93,Month-to-Month,DSL,1,No,Electronic,36-50
CUST0225,47,114.73,5392.11,One_Year,Fiber_Optic,5,No,Bank_Transfer,36-50
CUST0226,17,80.7,1371.91,Two_Year,Fiber_Optic,1,No,Bank_Transfer,51+
CUST0227,33,38.62,1274.43,One_Year,None,3,No,Bank_Transfer,51+
CUST0228,64,63.09,4037.59,Two_Year,DSL,1,Yes,Electronic,18-25
CUST0229,68,71.3,4848.09,Month-to-Month,DSL,8,No,Mailed_Check,26-35
CUST0230,13,36.16,470.04,Two_Year,None,1,No,Bank_Transfer,18-25
CUST0231,15,101.78,1526.69,Two_Year,Fiber_Optic,8,No,Mailed_Check,36-50
CUST0232,33,27.77,916.45,One_Year,None,8,Yes,Electronic,36-50
CUST0233,66,103.48,6829.84,Month-to-Month,Fiber_Optic,7,Yes,Bank_Transfer,18-25
CUST0234,26,99.17,2578.35,Two_Year,Fiber_Optic,4,Yes,Electronic,26-35
CUST0235,70,30.67,2147.04,One_Year,None,6,No,Credit_Card,36-50
CUST0236,47,47.83,2248.06,One_Year,DSL,6,Yes,Bank_Transfer,18-25
CUST0237,13,21.21,275.67,One_Year,None,4,Yes,Mailed_Check,26-35
CUST0238,8,51.39,411.16,Month-to-Month,DSL,2,Yes,Credit_Card,26-35
CUST0239,7,79.07,553.48,One_Year,DSL,8,No,Mailed_Check,36-50
CUST0240,42,25.91,1088.03,One_Year,None,0,No,Credit_Card,51+
CUST0241,44,112.24,4938.55,Month-to-Month,Fiber_Optic,0,Yes,Mailed_Check,36-50
CUST0242,9,32.76,294.84,Two_Year,None,4,No,Bank_Transfer,26-35
CUST0243,24,73.59,1766.27,Month-to-Month,DSL,7,Yes,Mailed_Check,36-50
CUST0244,60,109.28,6556.7,One_Year,Fiber_Optic,3,No,Electronic,26-35
CUST0245,69,98.07,6766.88,One_Year,Fiber_Optic,1,No,Bank_Transfer,51+
CUST0246,48,30.71,1473.94,Two_Year,None,5,Yes,Bank_Transfer,51+
CUST0247,25,24.64,615.97,Month-to-Month,None,8,No,Bank_Transfer,36-50
CUST0248,41,28.85,1183.03,One_Year,None,6,No,Bank_Transfer,51+
CUST0249,42,32.06,1346.7,Month-to-Month,None,5,No,Electronic,26-35
CUST0250,8,75.77,606.14,Month-to-Month,DSL,2,Yes,Mailed_Check,18-25
CUST0251,60,60.76,3645.74,One_Year,DSL,1,No,Bank_Transfer,51+
CUST0252,44,103.71,4563.35,One_Year,Fiber_Optic,2,No,Bank_Transfer,26-35
CUST0253,35,27.57,964.93,One_Year,None,5,No,Mailed_Check,51+
CUST0254,55,118.31,6506.78,Month-to-Month,Fiber_Optic,8,Yes,Mailed_Check,26-35
CUST0255,3,52.03,156.1,Month-to-Month,DSL,7,No,Electronic,36-50
CUST0256,65,119.7,7780.46,Month-to-Month,Fiber_Optic,7,No,Electronic,51+
CUST0257,16,111.52,1784.26,One_Year,Fiber_Optic,0,No,Credit_Card,26-35
CUST0258,2,49.09,98.19,Month-to-Month,DSL,1,No,Electronic,18-25
CUST0259,55,97.89,5383.85,Month-to-Month,Fiber_Optic,3,Yes,Mailed_Check,36-50
CUST0260,42,55.64,2336.95,One_Year,DSL,0,No,Electronic,36-50
CUST0261,67,114.72,7686.39,One_Year,Fiber_Optic,5,No,Credit_Card,26-35
CUST0262,35,40.92,1432.05,Month-to-Month,DSL,1,Yes,Credit_Card,26-35
CUST0263,33,63.01,2079.22,One_Year,DSL,5,No,Mailed_Check,18-25
CUST0264,3,113.17,339.52,One_Year,Fiber_Optic,3,No,Mailed_Check,18-25
CUST0265,68,82.73,5625.43,One_Year,Fiber_Optic,1,No,Credit_Card,18-25
CUST0266,18,77.46,1394.24,One_Year,DSL,3,No,Bank_Transfer,26-35
CUST0267,31,32.39,1004.14,Month-to-Month,None,6,Yes,Bank_Transfer,26-35
CUST0268,31,99.38,3080.91,Month-to-Month,Fiber_Optic,1,No,Electronic,36-50
CUST0269,7,21.49,150.45,Month-to-Month,None,2,No,Credit_Card,18-25
CUST0270,52,24.58,1278.05,One_Year,None,4,Yes,Credit_Card,51+
CUST0271,63,85.23,5369.39,Two_Year,Fiber_Optic,3,No,Electronic,36-50
CUST0272,5,113.1,565.51,Month-to-Month,Fiber_Optic,4,Yes,Mailed_Check,26-35
CUST0273,10,111.61,1116.14,Month-to-Month,Fiber_Optic,4,No,Credit_Card,36-50
CUST0274,53,40.48,2145.7,One_Year,DSL,1,No,Electronic,51+
CUST0275,52,25.32,1316.49,Month-to-Month,None,4,Yes,Electronic,26-35
CUST0276,52,92.99,4835.33,Month-to-Month,Fiber_Optic,1,No,Mailed_Check,18-25
CUST0277,9,78.21,703.92,Two_Year,DSL,0,No,Mailed_Check,51+
CUST0278,21,73.63,1546.33,Month-to-Month,DSL,7,No,Bank_Transfer,26-35
CUST0279,60,105.47,6328.01,Month-to-Month,Fiber_Optic,0,Yes,Electronic,36-50
CUST0280,72,57.73,4156.63,Month-to-Month,DSL,7,Yes,Bank_Transfer,18-25
CUST0281,20,20.24,404.84,Month-to-Month,None,4,No,Mailed_Check,36-50
CUST0282,7,39.41,275.9,Month-to-Month,None,2,No,Bank_Transfer,36-50
CUST0283,64,66.41,4250.37,Month-to-Month,DSL,7,Yes,Bank_Transfer,51+
CUST0284,25,51.82,1295.44,One_Year,DSL,7,No,Bank_Transfer,26-35
CUST0285,41,90.43,3707.57,Month-to-Month,Fiber_Optic,8,No,Bank_Transfer,26-35
CUST0286,2,111.95,223.9,Two_Year,Fiber_Optic,7,Yes,Electronic,51+
CUST0287,40,85.12,3404.95,One_Year,Fiber_Optic,0,No,Electronic,18-25
CUST0288,22,97.58,2146.68,Month-to-Month,Fiber_Optic,8,Yes,Credit_Card,18-25
CUST0289,21,37.74,792.51,One_Year,None,7,Yes,Credit_Card,26-35
CUST0290,21,50.34,1057.08,Two_Year,DSL,1,No,Electronic,26-35
CUST0291,22,111.06,2443.27,Two_Year,Fiber_Optic,5,No,Mailed_Check,51+
CUST0292,52,84.32,4384.52,Month-to-Month,Fiber_Optic,4,No,Bank_Transfer,36-50
CUST0293,61,56.54,3448.74,One_Year,DSL,4,No,Bank_Transfer,36-50
CUST0294,25,33.78,844.44,Month-to-Month,None,6,No,Bank_Transfer,51+
CUST0295,65,69.67,4528.45,Month-to-Month,DSL,2,Yes,Bank_Transfer,51+
CUST0296,46,88.16,4055.43,Two_Year,Fiber_Optic,4,No,Bank_Transfer,26-35
CUST0297,58,61.55,3569.77,Month-to-Month,DSL,3,Yes,Electronic,26-35
CUST0298,16,110.35,1765.55,Month-to-Month,Fiber_Optic,3,Yes,Bank_Transfer,26-35
CUST0299,20,44.99,899.77,Two_Year,DSL,3,No,Mailed_Check,36-50
CUST0300,21,96.5,2026.6,Month-to-Month,Fiber_Optic,7,Yes,Mailed_Check,51+
CUST0301,71,43.72,3104.09,Month-to-Month,DSL,6,Yes,Mailed_Check,36-50
CUST0302,24,102.46,2459.03,Month-to-Month,Fiber_Optic,3,No,Mailed_Check,36-50
CUST0303,22,29.97,659.23,Month-to-Month,None,2,No,Credit_Card,26-35
CUST0304,48,71.54,3434.14,Two_Year,DSL,2,No,Mailed_Check,36-50
CUST0305,47,43.54,2046.57,One_Year,DSL,3,No,Credit_Card,26-35
CUST0306,47,65.5,3078.6,One_Year,DSL,3,No,Mailed_Check,36-50
CUST0307,61,34.8,2122.78,Two_Year,None,4,No,Bank_Transfer,18-25
CUST0308,51,113.27,5776.66,One_Year,Fiber_Optic,5,No,Mailed_Check,36-50
CUST0309,49,27.54,1349.38,Month-to-Month,None,4,Yes,Credit_Card,18-25
CUST0310,39,83.22,3245.74,One_Year,Fiber_Optic,6,Yes,Electronic,51+
CUST0311,31,82.29,2551.03,One_Year,Fiber_Optic,8,No,Electronic,51+
CUST0312,35,91.29,3195.06,Month-to-Month,Fiber_Optic,6,Yes,Mailed_Check,51+
